"symbol","ensembl","log2FoldChange","padj","significance"
"PKIA","ENSG00000171033",-0.355037238433727,0.11479831418906,"NS"
"CIBAR1","ENSG00000188343",0.358946974211274,0.114852673659587,"NS"
"MRPS23","ENSG00000181610",0.241447248919427,0.114852673659587,"NS"
"LINC03078","ENSG00000231412",0.456806815962182,0.114869775224841,"NS"
"TMEM171","ENSG00000157111",0.513867426013467,0.115042180974976,"NS"
"CARF","ENSG00000138380",-0.240388153161387,0.1150765319068,"NS"
"ARL2","ENSG00000213465",0.218009657741971,0.115082513699928,"NS"
"TMED5","ENSG00000117500",0.26617849044105,0.115088229689068,"NS"
"HYAL1","ENSG00000114378",-0.423597902598734,0.115116547937416,"NS"
"CHMP5","ENSG00000086065",0.283362198215634,0.115116547937416,"NS"
"TMBIM1","ENSG00000135926",-0.161960388485803,0.115243559652276,"NS"
"ATP6V0A2","ENSG00000185344",-0.144770949878938,0.115314779236354,"NS"
"NFE2","ENSG00000123405",0.452738446556377,0.115374527246275,"NS"
NA,"ENSG00000280007",0.418198576817609,0.115374527246275,"NS"
"SULF2","ENSG00000196562",-0.305110937866104,0.115380782494846,"NS"
"PSPC1","ENSG00000121390",0.123257315069976,0.115419414801316,"NS"
"SNHG10","ENSG00000247092",-0.268636073679021,0.115434367165334,"NS"
"CFAP418","ENSG00000156172",-0.361829898897819,0.115552299178646,"NS"
"RNF25","ENSG00000163481",-0.235993180108917,0.115781541812421,"NS"
"WDFY3","ENSG00000163625",0.309966414241247,0.115881821852116,"NS"
"MFSD6","ENSG00000151690",-0.207767981148374,0.115957352301664,"NS"
"DFFA","ENSG00000160049",0.165067207944245,0.115982299370313,"NS"
"TMA7","ENSG00000232112",0.264781234910269,0.116062787368738,"NS"
"ASB8","ENSG00000177981",0.121344814293318,0.116062787368738,"NS"
"RBFOX3","ENSG00000167281",-0.472388563751362,0.116150279176823,"NS"
NA,"ENSG00000215014",0.274425692584085,0.116291544698364,"NS"
"ZNF121","ENSG00000197961",-0.232209395882452,0.11629911451788,"NS"
"RITA1","ENSG00000139405",0.184919874665689,0.116314843824581,"NS"
"VPS9D1","ENSG00000075399",0.247678691561143,0.116314843824581,"NS"
NA,"ENSG00000287576",0.469001131447483,0.116426652748308,"NS"
NA,"ENSG00000286256",-0.453296485167294,0.116499282368282,"NS"
NA,"ENSG00000280832",0.361214429158917,0.116527191388921,"NS"
"PHKG1","ENSG00000164776",-0.392945261565133,0.116579834427181,"NS"
"LOC105373175","ENSG00000224610",-0.426656837426006,0.116579834427181,"NS"
"RRP15","ENSG00000067533",-0.22564050238732,0.116767242838502,"NS"
"FRS2","ENSG00000166225",-0.240865465533448,0.116767242838502,"NS"
"TRAC","ENSG00000277734",-0.320924589992852,0.116767242838502,"NS"
"SMARCC2","ENSG00000139613",-0.131886603931154,0.116797739807955,"NS"
NA,"ENSG00000269927",0.43198033485933,0.116952653355323,"NS"
"ADNP-AS1","ENSG00000259456",0.361135916642716,0.117013840564604,"NS"
"PSEN2","ENSG00000143801",0.22907236647444,0.117271993647884,"NS"
"LINC00624","ENSG00000278811",-0.384478451467111,0.117361424066385,"NS"
"CA6","ENSG00000131686",-0.457056927313948,0.117394540065324,"NS"
"FAM209A","ENSG00000124103",0.413764307443881,0.117394540065324,"NS"
NA,"ENSG00000277895",0.463260011941777,0.117411274684843,"NS"
"RNF114","ENSG00000124226",-0.154806405184322,0.117441013292273,"NS"
"WHRN","ENSG00000095397",-0.368305070592881,0.11772960544954,"NS"
"ZNF827","ENSG00000151612",-0.291484525393896,0.11773546715591,"NS"
"CEROX1","ENSG00000260807",-0.446549858421835,0.117890855682979,"NS"
"PLXNA2","ENSG00000076356",0.296619765619367,0.117919120063342,"NS"
"TET2","ENSG00000168769",0.165603729041914,0.117919120063342,"NS"
"EAPP","ENSG00000129518",0.134948187262608,0.117919120063342,"NS"
"C8orf82","ENSG00000213563",0.170206356755,0.117993482610531,"NS"
"ARID4B","ENSG00000054267",-0.138503943112224,0.118093656747245,"NS"
"RFC2","ENSG00000049541",0.201636514060214,0.118101509401474,"NS"
"PSMB10","ENSG00000205220",0.16369885763669,0.118290554808358,"NS"
"CCDC9","ENSG00000105321",-0.266340366648185,0.118295156853766,"NS"
"TRBJ1-2","ENSG00000282420",-0.409035776508181,0.118308833960544,"NS"
"EPHB3","ENSG00000182580",-0.422725338376536,0.118346708843502,"NS"
"MSANTD3","ENSG00000066697",0.316558950880566,0.118362271338535,"NS"
"MTOR","ENSG00000198793",-0.168499814525107,0.118539810504582,"NS"
"DNAJC25","ENSG00000059769",0.35699714191836,0.118556592513832,"NS"
"SLC5A10","ENSG00000154025",-0.467293810576972,0.118556592513832,"NS"
"UBQLN1-AS1","ENSG00000254473",0.437471922270337,0.118566118910596,"NS"
"PAIP1P1","ENSG00000233892",0.444934731925523,0.118643892940199,"NS"
"UACA","ENSG00000137831",0.368724146262803,0.118714619378317,"NS"
"SCARA5","ENSG00000168079",-0.456437424560035,0.118722016163569,"NS"
NA,"ENSG00000255031",0.279682748714094,0.118722016163569,"NS"
"PDCD10","ENSG00000114209",0.206147307876757,0.118751632108551,"NS"
"SOCS2-AS1","ENSG00000246985",0.398859854450852,0.118930764809031,"NS"
"ATRN","ENSG00000088812",-0.208371815940056,0.118930764809031,"NS"
"ARHGEF9","ENSG00000131089",-0.226031119350375,0.119145988308409,"NS"
"RYBP","ENSG00000163602",-0.26024083268176,0.119208051257036,"NS"
"RBM43","ENSG00000184898",0.293151021400233,0.119285543967291,"NS"
NA,"ENSG00000280020",0.393752322585282,0.119375536012017,"NS"
"IRF2BP1","ENSG00000170604",-0.282634911820432,0.119375536012017,"NS"
"TMCO1","ENSG00000143183",0.192253267382026,0.119521871995804,"NS"
"SF3B3","ENSG00000189091",-0.159430236622096,0.119590414649983,"NS"
"OR3A2","ENSG00000221882",-0.322062217546036,0.119597631359988,"NS"
NA,"ENSG00000267264",-0.439138738416171,0.11964971185971,"NS"
NA,"ENSG00000232618",-0.402870945988062,0.119695540185721,"NS"
"URM1","ENSG00000167118",0.143932500931437,0.119695540185721,"NS"
"PRRT2","ENSG00000167371",-0.46789427576558,0.119730424746155,"NS"
"CHKB-CPT1B","ENSG00000254413",0.366436784144032,0.119741475268888,"NS"
"MYLIP","ENSG00000007944",-0.346134736123855,0.119793976312615,"NS"
"LINC02018","ENSG00000272690",-0.402604811055769,0.119795072714847,"NS"
"RPL31P46","ENSG00000241170",0.343349391428554,0.119798762581277,"NS"
NA,"ENSG00000229447",-0.468028549209822,0.119830485821648,"NS"
"RCAN3AS","ENSG00000286061",-0.413480264139498,0.119835208452161,"NS"
"C3orf18","ENSG00000088543",-0.244108080544324,0.119855587567712,"NS"
"LOC728743","ENSG00000284691",-0.292040804608625,0.119861583317574,"NS"
"KATNB1","ENSG00000140854",0.134834904302148,0.119926050499697,"NS"
"LINC01259","ENSG00000249667",-0.400788888374474,0.119945630825362,"NS"
"AFDN","ENSG00000130396",0.361174818071088,0.120096553724832,"NS"
"POLR2J3","ENSG00000285437",-0.355150269446662,0.120113332736042,"NS"
"ZNF236","ENSG00000130856",-0.184237365758299,0.120113332736042,"NS"
"CILP","ENSG00000138615",-0.464342398566739,0.120333327269978,"NS"
"DNAI2","ENSG00000171595",-0.411488716201297,0.120333327269978,"NS"
"SCAF1","ENSG00000126461",-0.29196499337603,0.120347778417987,"NS"
"G3BP2","ENSG00000138757",-0.267596550471106,0.12035301742246,"NS"
"RBM27","ENSG00000091009",-0.180810656533805,0.12041245708396,"NS"
"NPIPB3","ENSG00000169246",-0.37158328469105,0.12041245708396,"NS"
"GPRC5B","ENSG00000167191",-0.452915173634022,0.120429922642458,"NS"
"LINC01825","ENSG00000223466",-0.45387475761718,0.120452802490886,"NS"
"PURB","ENSG00000146676",0.277584800929179,0.120452802490886,"NS"
"IRF2BP2","ENSG00000168264",0.264223461311126,0.120606025854904,"NS"
"NPHP1","ENSG00000144061",0.442662791736638,0.120606025854904,"NS"
"AGO2","ENSG00000123908",0.187800124226126,0.120606025854904,"NS"
NA,"ENSG00000274818",0.422359678223925,0.120704785031956,"NS"
"AJUBA","ENSG00000129474",-0.44771977769785,0.120913908227429,"NS"
"CD6","ENSG00000013725",-0.302873540885676,0.120922607818412,"NS"
"MADD","ENSG00000110514",-0.106947974903557,0.120951487567689,"NS"
"ATF7","ENSG00000170653",-0.229888164810092,0.120951487567689,"NS"
"RAB3A","ENSG00000105649",-0.364093532094793,0.120951487567689,"NS"
"SMARCD2","ENSG00000108604",-0.164301422750302,0.12096930520008,"NS"
"PSMD10","ENSG00000101843",0.150836203973223,0.121017439618121,"NS"
"PARVA","ENSG00000197702",-0.461881023830545,0.121108097683115,"NS"
"MRPS5","ENSG00000144029",0.132677609543486,0.121114802227514,"NS"
"SLC9A9","ENSG00000181804",0.193208330580971,0.121158510169107,"NS"
"DISP1","ENSG00000154309",-0.319686652089012,0.121372605623194,"NS"
NA,"ENSG00000286644",-0.471196802409263,0.121372605623194,"NS"
"FBXW4","ENSG00000107829",-0.251252195770824,0.121405014637617,"NS"
"USP54","ENSG00000166348",-0.324634719618458,0.121406909953637,"NS"
NA,"ENSG00000232998",0.455358337983186,0.121462885996384,"NS"
"EIF3M","ENSG00000149100",0.140779272874841,0.121506327515664,"NS"
"SPIN1","ENSG00000106723",-0.1334906722307,0.121747693177936,"NS"
"ZBTB20","ENSG00000181722",-0.301213221826937,0.121764779190991,"NS"
"CEBPB-AS1","ENSG00000277449",0.421006847916947,0.121850768183718,"NS"
"BCL6","ENSG00000113916",0.339030964079311,0.121887899953781,"NS"
"RNASEL","ENSG00000135828",-0.287308866718696,0.121910025458943,"NS"
"ACOT2","ENSG00000119673",0.228691863666256,0.122182937500971,"NS"
"GGT7","ENSG00000131067",-0.303193542956514,0.12233133592839,"NS"
NA,"ENSG00000279453",-0.395639088728865,0.122420431812834,"NS"
"ATIC","ENSG00000138363",0.154285269520869,0.122917907655497,"NS"
"ALOX5","ENSG00000012779",0.272784444870369,0.122917907655497,"NS"
"SLC51A","ENSG00000163959",-0.34875732900675,0.122966004113002,"NS"
"FIS1","ENSG00000214253",0.162854112209043,0.122966004113002,"NS"
"ITGB7","ENSG00000139626",0.214983408940806,0.122966004113002,"NS"
"AP1G2-AS1","ENSG00000258727",-0.432569469383286,0.122966004113002,"NS"
"CHMP1A","ENSG00000131165",0.164716799178717,0.122966004113002,"NS"
"ZNF18","ENSG00000154957",-0.162343571723918,0.122966004113002,"NS"
"ST6GALNAC1","ENSG00000070526",-0.374092724259514,0.122966004113002,"NS"
"ANKRD12","ENSG00000101745",-0.198407271980699,0.122966004113002,"NS"
"PHF14","ENSG00000106443",-0.15466390117159,0.122977014577357,"NS"
"GXYLT1","ENSG00000151233",-0.288779352003621,0.123167382195188,"NS"
"ACOT11","ENSG00000162390",-0.317593699739508,0.123254466652563,"NS"
"OAS3","ENSG00000111331",1.17004144441046,0.123254466652563,"NS"
"SNUPN","ENSG00000169371",0.195962331981897,0.123330059684044,"NS"
"ZNF275","ENSG00000063587",-0.271821445407453,0.12381239867901,"NS"
"TRAV30","ENSG00000259092",-0.444424102865933,0.123982324037214,"NS"
NA,"ENSG00000251301",0.351446800850575,0.124043152044837,"NS"
"LETMD1","ENSG00000050426",-0.141600439065946,0.12408848673071,"NS"
"LRRC51","ENSG00000184154",0.304660934002338,0.124111883071502,"NS"
NA,"ENSG00000246334",-0.443042943780488,0.124156514651232,"NS"
"GMDS","ENSG00000112699",0.155102602563598,0.124156514651232,"NS"
"LOC100996437","ENSG00000226824",0.382553593883116,0.124156514651232,"NS"
NA,"ENSG00000279202",0.458370473352622,0.124156514651232,"NS"
"RMC1","ENSG00000141452",-0.161662594437184,0.124156514651232,"NS"
NA,"ENSG00000225178",-0.434154310396184,0.124156514651232,"NS"
"CLEC11A","ENSG00000105472",0.271097441495479,0.124156514651232,"NS"
"SLC16A11","ENSG00000174326",-0.370692210182167,0.124244222498409,"NS"
"NUDT3","ENSG00000272325",0.245422457958416,0.124269246766473,"NS"
"CFAP70","ENSG00000156042",-0.391815777252732,0.124269246766473,"NS"
NA,"ENSG00000256594",-0.246014845931312,0.124269246766473,"NS"
"TEX9","ENSG00000151575",0.426917447639791,0.124269246766473,"NS"
"SMARCA1","ENSG00000102038",-0.456154882691964,0.124352724893606,"NS"
"MRRF","ENSG00000148187",-0.152877208406904,0.124352724893606,"NS"
"TRH","ENSG00000170893",-0.176799846411576,0.124420174539166,"NS"
"AQP3","ENSG00000165272",0.256014597012703,0.124420174539166,"NS"
"ECSIT","ENSG00000130159",0.1695334064778,0.124453708350119,"NS"
"PAK4","ENSG00000130669",-0.254785211736476,0.124469372588694,"NS"
"TSR1","ENSG00000167721",0.119234038402898,0.124586413760882,"NS"
"BECN1","ENSG00000126581",0.117145676151874,0.124586413760882,"NS"
NA,"ENSG00000279789",-0.40154417691075,0.124586504099545,"NS"
"IPO8","ENSG00000133704",-0.155291112436468,0.124618810456592,"NS"
"LOC105373780","ENSG00000283839",0.298057030301116,0.124820194602142,"NS"
"LINC01624","ENSG00000227508",-0.395315717591034,0.12482807261564,"NS"
"SLC37A2","ENSG00000134955",-0.333846863645175,0.12482807261564,"NS"
"LOC105375523","ENSG00000230649",-0.42412618272831,0.124854477300397,"NS"
"ERF","ENSG00000105722",-0.354834834993307,0.124863513065932,"NS"
"GOLGA4","ENSG00000144674",-0.185855790196826,0.124936605416887,"NS"
NA,"ENSG00000261596",0.366072452985043,0.125051868098995,"NS"
"LINC00548","ENSG00000215483",0.384887653124333,0.125054915792926,"NS"
"GPRIN1","ENSG00000169258",0.395345848325271,0.125063744626919,"NS"
"TRGV5","ENSG00000211697",-0.435325596119456,0.125102602282724,"NS"
"KRT2","ENSG00000172867",-0.396148295093335,0.12515665548276,"NS"
"TOB1","ENSG00000141232",-0.359606438224432,0.125207565877686,"NS"
"STEAP3","ENSG00000115107",0.402096013638817,0.125223205968777,"NS"
"AK2","ENSG00000004455",0.129704400502978,0.12530186176281,"NS"
"ISCA2","ENSG00000165898",0.219881195256121,0.12530186176281,"NS"
"TBCD","ENSG00000141556",-0.194341478566138,0.125362712548162,"NS"
"FLT1","ENSG00000102755",0.41339048601672,0.125397403992224,"NS"
"TESMIN","ENSG00000132749",-0.257465064037443,0.125412060593788,"NS"
NA,"ENSG00000198618",0.252645530583185,0.125555770943461,"NS"
"USP46","ENSG00000109189",-0.274876949115869,0.12560076825334,"NS"
"EIF5AL1","ENSG00000253626",0.446162413236431,0.125691830090922,"NS"
"ARHGEF4","ENSG00000136002",-0.411235698347373,0.125707058075567,"NS"
"SLC22A17","ENSG00000092096",-0.381935790785626,0.125759821424263,"NS"
"JUND","ENSG00000130522",-0.38058935636856,0.126037649391016,"NS"
"DDHD2","ENSG00000085788",-0.204214618669168,0.126112877524915,"NS"
"GAREM1","ENSG00000141441",0.450176205759863,0.126112877524915,"NS"
"VBP1","ENSG00000155959",0.200850404694126,0.126296982649267,"NS"
"PTPRK","ENSG00000152894",-0.414601430829709,0.126368761564012,"NS"
"EDRF1","ENSG00000107938",-0.165600134430793,0.126370580413836,"NS"
"MYBPC2","ENSG00000086967",-0.451699815379562,0.126399578997136,"NS"
"PTGR2","ENSG00000140043",-0.3516955032733,0.126538215179839,"NS"
"RIPOR1","ENSG00000039523",-0.243468720911825,0.126538215179839,"NS"
"SRF","ENSG00000112658",0.233392146289668,0.126593014034516,"NS"
"KRTCAP3","ENSG00000157992",-0.408354302378299,0.126718788555997,"NS"
"NDRG3","ENSG00000101079",0.1194685671863,0.126718788555997,"NS"
"UMPS","ENSG00000114491",-0.282583658677807,0.126731008104219,"NS"
NA,"ENSG00000235150",-0.2392606999102,0.126760255010109,"NS"
"SNORA28","ENSG00000272533",0.34122802264494,0.12693134054337,"NS"
"SNX17","ENSG00000115234",0.171970893050307,0.127024559104009,"NS"
"DCP1A","ENSG00000272886",-0.218941184491933,0.127045415218261,"NS"
"ZNF611","ENSG00000213020",-0.180615571993971,0.127102623905228,"NS"
"PYURF","ENSG00000145337",0.138138411074131,0.127173333918617,"NS"
"BABAM2","ENSG00000158019",-0.24553606258552,0.127228862215286,"NS"
"NFIA","ENSG00000162599",0.327898445102866,0.127249243079013,"NS"
NA,"ENSG00000226415",0.31333517472183,0.127249243079013,"NS"
NA,"ENSG00000227678",-0.333717321786126,0.127249243079013,"NS"
"EPHA2","ENSG00000142627",-0.442527033353162,0.127263969763625,"NS"
"OXA1L","ENSG00000155463",0.162368746175916,0.127318636483966,"NS"
"GRIK1","ENSG00000171189",0.392356043215474,0.127350724519581,"NS"
"TRIT1","ENSG00000043514",-0.230276973299094,0.12748310614237,"NS"
"ADORA2A-AS1","ENSG00000178803",0.435605073869135,0.127557583764475,"NS"
"GAPT","ENSG00000175857",-0.283579286723989,0.127696078449513,"NS"
NA,"ENSG00000105501",-0.397100874878748,0.127696078449513,"NS"
"TSPYL1","ENSG00000189241",-0.31254917135417,0.127787550459895,"NS"
"PRR7","ENSG00000131188",-0.382026373344891,0.12790747667847,"NS"
"SLC46A1","ENSG00000076351",-0.352674261286485,0.12790747667847,"NS"
"LEPR","ENSG00000116678",0.322898213372201,0.127921034425791,"NS"
"PHF23","ENSG00000040633",-0.273355993330689,0.127995436255024,"NS"
"SCFD1","ENSG00000092108",0.17004816726699,0.128020776793534,"NS"
"FOXRED2","ENSG00000100350",0.31326753063836,0.128025329002816,"NS"
"CDA","ENSG00000158825",0.348346054393073,0.12806908541546,"NS"
"MPLKIP","ENSG00000168303",0.215391816345141,0.128077815613045,"NS"
NA,"ENSG00000235888",0.392589263000719,0.128094509331062,"NS"
"NDUFA5","ENSG00000128609",0.187808651170506,0.128212331675423,"NS"
"YJU2B","ENSG00000104957",-0.169059250690453,0.128222705087606,"NS"
"B3GLCT","ENSG00000187676",-0.198572960792598,0.128238833635519,"NS"
"NETO1","ENSG00000166342",0.468417777059048,0.128343988675617,"NS"
NA,"ENSG00000273247",-0.243440464594934,0.128356783407072,"NS"
NA,"ENSG00000287265",0.311899008560634,0.128532115523876,"NS"
"LOC100128310","ENSG00000179253",-0.451371294631966,0.128543599765696,"NS"
"TMEM140","ENSG00000146859",0.294343625970014,0.128580478372016,"NS"
"POLR2J4","ENSG00000214783",-0.345518268283552,0.128664908529772,"NS"
"TMEM164","ENSG00000157600",0.213531646116855,0.128742313541798,"NS"
"TRMT1L","ENSG00000121486",-0.250658284878901,0.128866134804576,"NS"
NA,"ENSG00000286640",-0.413337717126307,0.128951179357209,"NS"
"IL9R","ENSG00000124334",-0.447086744657672,0.128955784957072,"NS"
"FAAP20","ENSG00000162585",0.150023011422876,0.1290674538864,"NS"
"CACNB3","ENSG00000167535",0.307158123175609,0.1290674538864,"NS"
"KIAA0513","ENSG00000135709",-0.246786144693327,0.129112283466194,"NS"
"SEPTIN7","ENSG00000122545",0.158730792655597,0.129136588235723,"NS"
"LRRC3","ENSG00000160233",0.302897516449876,0.129417979054358,"NS"
"ATP6AP2","ENSG00000182220",0.207057617159911,0.129530512931143,"NS"
"GRAMD1B","ENSG00000023171",-0.244047907720717,0.129591355539367,"NS"
NA,"ENSG00000251034",-0.318303099109733,0.12960533380136,"NS"
NA,"ENSG00000237877",-0.326293607070527,0.129679611236743,"NS"
"CLDN15","ENSG00000106404",-0.299144476167487,0.129799843314027,"NS"
"NRIP1","ENSG00000180530",0.230061209008724,0.129837325392373,"NS"
"UIMC1","ENSG00000087206",0.165147409737817,0.129839147895196,"NS"
"TRAT1","ENSG00000163519",-0.32428714634946,0.130054777890007,"NS"
"MRPL15","ENSG00000137547",0.247630033534731,0.130054777890007,"NS"
"ZNF665","ENSG00000197497",-0.348039729323413,0.130054777890007,"NS"
"FBXL18","ENSG00000155034",-0.24534606619617,0.1300697036699,"NS"
"FAM209B","ENSG00000213714",0.443650258489334,0.130080441138268,"NS"
"TTC39A","ENSG00000085831",-0.441518708168342,0.130120783397296,"NS"
NA,"ENSG00000278730",0.285857967167533,0.130120783397296,"NS"
"DCLRE1A","ENSG00000198924",0.267859470807322,0.130165399875466,"NS"
"EIF5A","ENSG00000132507",0.419095334435922,0.130205104111162,"NS"
"COPA","ENSG00000122218",0.191441711524243,0.130308117878963,"NS"
"ATRIP","ENSG00000164053",-0.229536759794624,0.130308117878963,"NS"
"PIGA","ENSG00000165195",-0.418723200924026,0.130308117878963,"NS"
"CRB2","ENSG00000148204",0.465433415538089,0.130327132865605,"NS"
"LIPA","ENSG00000107798",0.274665987149532,0.130512668248171,"NS"
"EVI2B","ENSG00000185862",0.233202558683059,0.130536246160313,"NS"
"BAG5","ENSG00000166170",0.144715386010979,0.130776174073474,"NS"
"KCNH8","ENSG00000183960",-0.415659475815283,0.130812524710412,"NS"
"PDZD4","ENSG00000067840",-0.347009234751901,0.130829130651254,"NS"
NA,"ENSG00000276136",-0.427565351878188,0.130878214445162,"NS"
"ORAI1","ENSG00000276045",-0.169620010860508,0.130945880660122,"NS"
"MAPK3","ENSG00000102882",0.233179675145166,0.130973327441739,"NS"
"ZNF76","ENSG00000065029",-0.187534470373821,0.131025228927318,"NS"
"CHST12","ENSG00000136213",0.222967052300888,0.131125961386434,"NS"
"SOX2-OT","ENSG00000242808",0.425339921856639,0.131316139511698,"NS"
"TRAM1","ENSG00000067167",0.154585841046306,0.131316139511698,"NS"
"PPP1R8","ENSG00000117751",-0.302346352200538,0.131395310384771,"NS"
"FASTKD1","ENSG00000138399",-0.20059170027931,0.131395310384771,"NS"
"DAZAP2","ENSG00000183283",0.128778164324498,0.131434417588769,"NS"
NA,"ENSG00000277142",-0.362000648757739,0.131463811275133,"NS"
"SMARCAD1","ENSG00000163104",-0.185886751231573,0.131493549297854,"NS"
NA,"ENSG00000284685",-0.420791308218099,0.131505481748082,"NS"
"MIRLET7BHG","ENSG00000197182",-0.32874192334365,0.131621332688994,"NS"
"ZNF354A","ENSG00000169131",-0.209545800114131,0.131656467814219,"NS"
NA,"ENSG00000266446",0.400491543362548,0.13171651276964,"NS"
NA,"ENSG00000226380",-0.346655174718495,0.131865305108815,"NS"
"ARNT","ENSG00000143437",-0.144395550106363,0.13194382803083,"NS"
"PIN1","ENSG00000127445",0.16111050368027,0.131944772354947,"NS"
"TSACC","ENSG00000163467",-0.434042614281069,0.131967777118987,"NS"
"CEP162","ENSG00000135315",0.196638963527216,0.132280971016566,"NS"
"SEPTIN1","ENSG00000180096",-0.256825161780575,0.132280971016566,"NS"
"TMEM154","ENSG00000170006",-0.183431322093641,0.132417428020575,"NS"
"CASP2","ENSG00000106144",-0.180117838677548,0.132417428020575,"NS"
"PIGF","ENSG00000151665",0.230237835037888,0.132601009871176,"NS"
"NBPF15","ENSG00000266338",-0.341158213212086,0.132711723458969,"NS"
"TBC1D9B","ENSG00000197226",0.1677155012099,0.132722101698567,"NS"
"MZT1","ENSG00000204899",0.290393281679848,0.132722101698567,"NS"
"RPL8","ENSG00000161016",0.138803300890026,0.132833956160365,"NS"
"RAD9B","ENSG00000151164",-0.385261813090668,0.132833956160365,"NS"
"C9orf78","ENSG00000136819",0.169158659340514,0.132998655885684,"NS"
"HCLS1","ENSG00000180353",0.18460378592507,0.133030595113014,"NS"
"FMC1","ENSG00000164898",0.23409553236789,0.133041134939085,"NS"
NA,"ENSG00000229036",0.291290366854372,0.133066059592835,"NS"
"MLANA","ENSG00000120215",0.413572582904971,0.133066059592835,"NS"
"SLC23A2","ENSG00000089057",-0.16923437905641,0.13309470796822,"NS"
NA,"ENSG00000261546",-0.35448948501549,0.133193608603285,"NS"
"GRK5","ENSG00000198873",-0.207546323393277,0.133197571493617,"NS"
"TSR2","ENSG00000158526",-0.119418440532466,0.133262363214995,"NS"
"CFAP119","ENSG00000196118",0.33494206187557,0.133262363214995,"NS"
NA,"ENSG00000241135",-0.442634358787312,0.133316464222196,"NS"
"C4orf50","ENSG00000181215",0.459096693169244,0.133329603542886,"NS"
"MARVELD1","ENSG00000155254",0.379234258521033,0.133329603542886,"NS"
"GNS","ENSG00000135677",0.269920661374117,0.133329603542886,"NS"
"LHFPL4","ENSG00000156959",0.447386757780766,0.13336300819422,"NS"
"MIR616","ENSG00000208028",0.290579170140668,0.13336300819422,"NS"
"AANAT","ENSG00000129673",0.437653308151787,0.13336300819422,"NS"
"TM7SF2","ENSG00000149809",0.175479022888093,0.133492043316979,"NS"
"COMMD8","ENSG00000169019",0.234314561483915,0.133534550550509,"NS"
"SRGAP3","ENSG00000196220",-0.295301434490257,0.13354012724672,"NS"
"LMTK2","ENSG00000164715",-0.247077204087281,0.133593593123008,"NS"
"BMS1","ENSG00000165733",-0.135250341571241,0.133616551812183,"NS"
"C1orf54","ENSG00000118292",-0.32923237101562,0.133650961516376,"NS"
"RNASET2","ENSG00000026297",0.177252825361094,0.133687687000167,"NS"
NA,"ENSG00000228150",0.363526083398117,0.133786037044969,"NS"
"MBD5","ENSG00000204406",-0.234038531110823,0.133786037044969,"NS"
"NXF1","ENSG00000162231",-0.206703490643929,0.133786037044969,"NS"
"TRIM8","ENSG00000171206",0.219453601732063,0.133786037044969,"NS"
"LINC00652","ENSG00000179935",0.347342317194262,0.133786037044969,"NS"
"FCHO2","ENSG00000157107",0.335935532882046,0.13408661612873,"NS"
NA,"ENSG00000239213",0.257709493195968,0.134135800820413,"NS"
"PAQR3","ENSG00000163291",-0.310506641664911,0.134135800820413,"NS"
"BLTP1","ENSG00000138688",-0.167054048698162,0.134135800820413,"NS"
"GSTM3","ENSG00000134202",-0.411025962828195,0.134186144411001,"NS"
"CNST","ENSG00000162852",-0.223306101695648,0.134186144411001,"NS"
"ETAA1","ENSG00000143971",-0.206129545158667,0.134186144411001,"NS"
NA,"ENSG00000234389",-0.423236193438314,0.134186144411001,"NS"
"IFTAP","ENSG00000166352",0.358806863555175,0.13420719381557,"NS"
"TP53","ENSG00000141510",-0.211385970776692,0.13420719381557,"NS"
"USP11","ENSG00000102226",-0.200457030619379,0.134653763378698,"NS"
"RAB22A","ENSG00000124209",-0.153921846660414,0.134659948593941,"NS"
"FAM193A","ENSG00000125386",-0.175622119142712,0.134665867981727,"NS"
"ZNF329","ENSG00000181894",-0.315040926899354,0.134677994189852,"NS"
"NUP107","ENSG00000111581",-0.175768324200485,0.134797150096068,"NS"
"VPS37B","ENSG00000139722",-0.271330166849783,0.134800390433549,"NS"
"PPM1M","ENSG00000164088",0.172201129974907,0.134845389773105,"NS"
"ZP3","ENSG00000188372",0.308623952510254,0.134852341498109,"NS"
"DCXR","ENSG00000169738",0.212177061798958,0.13495216993499,"NS"
NA,"ENSG00000287562",-0.431825110207097,0.135126061481408,"NS"
"ATP23","ENSG00000166896",0.257903674176762,0.135126061481408,"NS"
"ZFAS1","ENSG00000177410",-0.23151841792685,0.135126061481408,"NS"
"LOH12CR2","ENSG00000205791",-0.395280468508242,0.135152513978731,"NS"
"ZNF107","ENSG00000196247",-0.265012576306987,0.135296816553902,"NS"
"RBCK1","ENSG00000125826",0.22367093836517,0.135296816553902,"NS"
"RPL38","ENSG00000172809",0.164688528628872,0.135497863764186,"NS"
"DIPK2A","ENSG00000181744",0.207481321681815,0.135533360931508,"NS"
"SF3B4","ENSG00000143368",0.172678587124435,0.135789890997665,"NS"
"BASP1-AS1","ENSG00000215196",0.447239069301574,0.135936929370239,"NS"
NA,"ENSG00000273356",0.305088536322285,0.135961622632071,"NS"
NA,"ENSG00000224323",0.368616588984838,0.135971444878137,"NS"
"AGPAT5","ENSG00000155189",-0.206908558903926,0.136016311517353,"NS"
NA,"ENSG00000234814",-0.348858962752332,0.136016311517353,"NS"
"GCOM1","ENSG00000137878",0.467987892608196,0.136016311517353,"NS"
"KRT23","ENSG00000108244",-0.428336095128776,0.136066804697098,"NS"
"RIC8A","ENSG00000177963",0.117840750406233,0.136091226656375,"NS"
